hours,wer_norm_mono,wer_norm_mix,delta_wer_norm,secs_mono,secs_mix,delta_secs
50,7.228096505813114,7.043725057551751,-0.18437144826136276,0.27259163288915805,0.27257182642265926,-1.980646649879514e-05
100,7.1331256582453415,6.422671212286643,-0.7104544459586988,0.2299484342858807,0.2802255616190481,0.050277127333167415
250,6.383100694725882,7.266291031619892,0.8831903368940104,0.25821411134485556,0.30048078087335717,0.04226666952850161
500,6.033176532420049,7.996843185931784,1.9636666535117353,0.2528884756610531,0.31537624433139233,0.06248776867033923
1000,7.400839612530316,12.15003395328459,4.749194340754274,0.26010002626295975,0.29485856143096156,0.034758535168001814
1500,12.5063956129528,8.48320893781823,-4.0231866751345695,0.25059309978690775,0.2892658769871755,0.03867277720026774
