hours,wer_curve,secs
50,7.228096505813114,0.27259163288915805
100,7.1331256582453415,0.2299484342858807
250,6.383100694725882,0.2582141113448555
500,6.033176532420049,0.2528884756610531
1000,7.400839612530316,0.2601000262629598
1500,12.5063956129528,0.25059309978690775
