hours,wer_curve,secs
50,8.994651093558486,0.2968782128684375
100,9.981538455104204,0.19194405025171568
250,8.77295848603556,0.23981599617049457
500,9.186623490017714,0.23550534678533988
1000,9.236957720676735,0.24245563932836672
1500,10.684880749787789,0.24063599884992157
