hours,mean,std,count
50,3.1403935541268693,0.36364799402810144,458
100,3.270455033797327,0.3091411723843542,458
250,2.434107025002426,0.1491141252552391,458
500,3.0415402102601012,0.3013284784698974,458
1000,2.4921377124341193,0.1772393257668261,458
1500,3.402029624018883,0.19521648080137052,458
