component,fr_wer,fr_secs,fr_mcd,fr_gpe,de_wer,de_secs,de_mcd,de_gpe,mix_avg_wer,mix_avg_secs,mix_avg_mcd,mix_avg_gpe,mix_fr_wer,mix_fr_secs,mix_fr_mcd,mix_fr_gpe,mix_de_wer,mix_de_secs,mix_de_mcd,mix_de_gpe
llm_only,10.47549545288711,0.3020096407668231,7.796635497901689,27.85515660210139,7.411902858566119,0.24805450256041622,7.442011640525944,48.78273246221689,9.012699921519777,0.2734006173595157,7.552765029917646,35.41613958074585,10.850905515780749,0.2915945748785589,7.716189679269231,27.626406979001104,7.174494327258806,0.2552066598404726,7.389340380566062,43.20587218249059
flow_only,51.72456941598393,0.24443791854351365,8.626353341344892,23.41518479391386,65.16053422677513,0.21154054448919718,8.222971327692662,44.142866549220585,58.31870318200295,0.2503085615275066,8.440981677968397,34.336327119641744,51.62103863384505,0.2649298379853177,8.49829255222236,23.029214542331378,65.01636773016084,0.23568728506969547,8.383670803714434,45.64343969695211
llm_flow,9.66818233849956,0.3118323676942408,7.755124425949735,26.15724329609316,6.556392205724556,0.27211986810924926,7.386290227962339,46.25466827049133,9.14897714508151,0.3176316948114495,7.631007586184421,31.94480576536064,10.183093313067308,0.33241826748565867,7.5785741381115015,24.603387576440298,8.114860977095713,0.30284512213724035,7.683441034257341,39.286223954280985
pretrained,53.163386746904116,0.23351009570370743,8.385066639277419,22.753690501537537,66.44511160162574,0.18561973931566686,8.115039167258299,46.317405462891664,63.113869291501004,0.20852742692730764,8.26548014503372,33.84779988022574,52.739281925110014,0.22862206088459236,8.436573473990007,22.45600116226944,73.488456657892,0.18843279297002288,8.094386816077431,45.23959859818204
hifigan_only,51.52618354512103,0.1484320807062105,9.671812396911228,20.15176688879722,66.77445780465689,0.13668511633616645,8.847257783522645,39.812546458670916,59.01521861444464,0.1414457059106401,9.261123341997097,29.447920099378557,49.58631290698652,0.15157784673591299,9.677886018373265,19.786981861707613,68.44412432190276,0.13131356508536718,8.844360665620929,39.108858337049504
llm_hifigan,9.762599711245151,0.23990717877607426,8.597565263325727,22.74139314250228,7.284709007965911,0.20868825628242454,7.795921332709783,45.501543336350174,8.916404712289705,0.22057026812748148,8.164254033645697,30.87575803313144,10.45190867580798,0.22397476541059513,8.526876207935564,22.67968780308224,7.3809007487714275,0.21716577084436786,7.801631859355832,39.07182826318064
flow_hifigan,49.67479422518737,0.160922075989991,9.925821241858074,19.954782155162345,62.974633453531546,0.18072432082942774,8.98468384899018,39.56400163331255,57.67295023448655,0.22941057714116536,9.436845822164056,29.466283962485278,52.98193839568782,0.23861449013545855,9.613530348938202,19.59180430594525,62.36396207328528,0.2202066641468722,9.260161295389908,39.34076361902531
full_finetuned,8.77295848603556,0.23981599617049454,8.584257734642796,21.58185133854599,6.033176532420049,0.2528884756610531,7.751557874499525,42.79461829181945,7.7255450865101505,0.2947387010450143,8.182214047222727,28.896298104758124,9.028418960733658,0.30925184047098053,8.281769010653422,20.63964481518374,6.422671212286643,0.2802255616190481,8.082659083792032,37.152951394332504
