train_setting,hours,wer_norm,wer,secs,mcd,gpe,rtf,f0_rmse_hz,f0_corr,vuv
mono,50,7.228096505813114,23.124975963432306,0.27259163288915805,7.890084034192507,38.48826109508639,2.6460597149909337,44.89326692919056,0.5566104122643213,42.90831798995273
mono,100,7.1331256582453415,21.5342376145546,0.2299484342858807,8.089427964270971,37.39694449206666,2.4457504668581875,44.61707009514096,0.5759328365106489,43.519385592347426
mono,250,6.383100694725882,19.913431933355618,0.2582141113448555,7.970428698159201,35.63261339727175,2.7686675322561984,43.936416498746325,0.5654993141537047,43.88077413976695
mono,500,6.033176532420049,20.6999057740474,0.2528884756610531,7.751557874499525,42.79461829181944,2.7366344758984797,48.67335786674989,0.5257616548769523,42.96597493724641
mono,1000,7.400839612530316,19.786044133062344,0.2601000262629598,8.067031965114316,33.84904832397615,2.947355077458035,42.26835679149285,0.5826448318543757,43.549734959020164
mono,1500,12.5063956129528,25.177160299395872,0.25059309978690775,7.9365494589709495,36.79325623176543,3.2139992178336247,44.0153830075838,0.5601285363885421,44.44611708550969
