train_setting,hours,wer_norm,wer,secs,mcd,gpe,rtf,f0_rmse_hz,f0_corr,vuv
mono,50,8.994651093558486,27.883831279216714,0.2968782128684375,8.263440294833174,20.338907594001434,3.1403935541268693,27.397761586176305,0.70681418960047,40.731159560265695
mono,100,9.981538455104204,25.171079739321105,0.19194405025171568,8.74752626645812,23.09343312882445,3.270455033797327,30.738876755383544,0.6575981079001469,40.56191300541115
mono,250,8.77295848603556,25.813082622435775,0.23981599617049457,8.584257734642796,21.581851338546,2.434107025002426,29.086058983931995,0.6869373959259266,42.25838322154783
mono,500,9.186623490017714,26.115569279942978,0.23550534678533988,8.504343870488677,21.448613626841098,3.0415402102601012,29.478410717558035,0.68012620007644,42.051117554046584
mono,1000,9.236957720676735,26.26849230641036,0.24245563932836672,8.379545738227682,22.70426503553983,2.4921377124341193,30.568999287958697,0.6668046345126687,41.73681893318174
mono,1500,10.684880749787789,26.952323284199352,0.24063599884992157,8.266453768826608,20.991211000890747,3.402029624018883,28.655759486774784,0.684455203230962,42.158365738733515
